# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
 1112       1.636117559762e-10       2.182916794304e-12      -8.965901290037e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1113       1.638151080415e-10       2.154148325660e-12      -8.857170722279e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1114       1.640084531937e-10       2.125928328925e-12      -8.746653195840e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1115       1.641916287024e-10       2.098267390171e-12      -8.634406091266e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1116       1.643644709613e-10       2.071176153357e-12      -8.520487244343e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1117       1.645268154861e-10       2.044665320450e-12      -8.404954947145e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1118       1.646784969126e-10       2.018745651535e-12      -8.287867949086e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1119       1.648193489953e-10       1.993427964932e-12      -8.169285457966e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1120       1.649492046057e-10       1.968723137314e-12      -8.049267141022e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1121       1.650678957301e-10       1.944642103819e-12      -7.927873125975e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1122       1.651752534682e-10       1.921195858166e-12      -7.805164002084e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1123       1.652711080315e-10       1.898395452772e-12      -7.681200821187e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1124       1.653552887408e-10       1.876251998865e-12      -7.556045098759e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1125       1.654276240256e-10       1.854776666601e-12      -7.429758814954e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1126       1.654879414213e-10       1.833980685179e-12      -7.302404415658e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1127       1.655360675681e-10       1.813875342956e-12      -7.174044813537e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1128       1.655718282090e-10       1.794471987563e-12      -7.044743389085e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1129       1.655950858256e-10       1.775780028413e-12      -6.914562115127e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1130       1.656058530832e-10       1.757800915687e-12      -6.783555901629e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1131       1.656041808507e-10       1.740534083640e-12      -6.651778179774e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1132       1.655901206980e-10       1.723978941072e-12      -6.519282772737e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1133       1.655637248979e-10       1.708134871253e-12      -6.386123896566e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1134       1.655250464276e-10       1.693001231849e-12      -6.252356161045e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1135       1.654741389707e-10       1.678577354854e-12      -6.118034570577e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1136       1.654110569190e-10       1.664862546510e-12      -5.983214525046e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1137       1.653358553743e-10       1.651856087242e-12      -5.847951820698e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1138       1.652485901500e-10       1.639557231582e-12      -5.712302651010e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1139       1.651493177732e-10       1.627965208097e-12      -5.576323607560e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1140       1.650380954862e-10       1.617079219314e-12      -5.440071680906e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1141       1.649149812486e-10       1.606898441652e-12      -5.303604261454e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1142       1.647800337386e-10       1.597422025347e-12      -5.166979140330e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1143       1.646333123555e-10       1.588649094377e-12      -5.030254510255e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1144       1.644748772208e-10       1.580578746396e-12      -4.893488966417e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1145       1.643047891803e-10       1.573210052654e-12      -4.756741507343e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1146       1.641231098062e-10       1.566542057930e-12      -4.620071535772e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1147       1.639299013982e-10       1.560573780456e-12      -4.483538859527e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1148       1.637252269858e-10       1.555304211847e-12      -4.347203692388e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1149       1.635091503301e-10       1.550732317026e-12      -4.211126654966e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
