# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.369622532443e+13       4.029341173464e-24       3.384047886357e-08       4.047266829252e+20       1.418981512721e+04       1.036038382188e-09       1.943469052944e+17       1.953792451038e-08       9.682391539338e+40       6.334772560211e+30       3.421806297190e+31       3.487799415444e-08       6.697977243773e+40       1.638036878717e+41       1.638036878717e+41       5.460122927704e+40      -6.453916720985e+48       2.210542469249e-05       5.030054792702e-01 
       1.360101819705e+13       4.085949387608e-24       3.407694748603e-08       3.991194537203e+20       1.418981512721e+04       1.043290650864e-09       1.929959337581e+17       1.967468998194e-08       9.415963331526e+40       6.203583257241e+30       3.350942761245e+31       3.487799415444e-08       6.513670498299e+40       1.592963383380e+41       1.592963383380e+41       5.309877943275e+40      -6.232696856476e+48       2.218298758616e-05       5.012467188548e-01 
       1.350647288685e+13       4.143352890552e-24       3.431523509789e-08       3.935899090878e+20       1.418981512721e+04       1.050593685420e-09       1.916543532851e+17       1.981241281180e-08       9.156866369268e+40       6.075110805279e+30       3.281546766209e+31       3.487799415444e-08       6.334435280421e+40       1.549130165358e+41       1.549130165358e+41       5.163767216563e+40      -6.019059709651e+48       2.226055047984e-05       4.995002146097e-01 
       1.341258479329e+13       4.201562855309e-24       3.455716068856e-08       3.881369727579e+20       1.418981512721e+04       1.057947841218e-09       1.903220985949e+17       1.995109970148e-08       8.904898920314e+40       5.949298939986e+30       3.213587920200e+31       3.487799415444e-08       6.160132038045e+40       1.506503096217e+41       1.506503096217e+41       5.021676986120e+40      -5.812745368917e+48       2.233811337352e-05       4.977658388663e-01 
       1.331934934786e+13       4.260590611861e-24       3.479908627924e-08       3.827595833715e+20       1.418981512721e+04       1.065353476106e-09       1.889991048609e+17       2.009075739938e-08       8.659864803439e+40       5.826092562222e+30       3.147036460731e+31       3.487799415444e-08       5.990625059101e+40       1.465048986627e+41       1.465048986627e+41       4.883496620847e+40      -5.613502831628e+48       2.241567626720e-05       4.960434657232e-01 
       1.322676201376e+13       4.320447649364e-24       3.504101186991e-08       3.774566942740e+20       1.418981512721e+04       1.072810950439e-09       1.876853077069e+17       2.023139270116e-08       8.421573235690e+40       5.705437713921e+30       3.081863241680e+31       3.487799415444e-08       5.825782365880e+40       1.424735560522e+41       1.424735560522e+41       4.749118533856e+40      -5.421089698717e+48       2.249323916088e-05       4.943329710156e-01 
       1.313481828576e+13       4.381145618387e-24       3.528657543939e-08       3.722272733115e+20       1.418981512721e+04       1.080320627092e-09       1.863806432045e+17       2.037301245006e-08       8.189838683846e+40       5.587281554451e+30       3.018039720523e+31       3.487799415444e-08       5.665475612271e+40       1.385531429969e+41       1.385531429969e+41       4.618438098706e+40      -5.235271879788e+48       2.257080205456e-05       4.926342322853e-01 
       1.304351368993e+13       4.442696333177e-24       3.553395799827e-08       3.670703026302e+20       1.418981512721e+04       1.087882871482e-09       1.850850478694e+17       2.051562353720e-08       7.964480719965e+40       5.471572337481e+30       2.955537945833e+31       3.487799415444e-08       5.509579983836e+40       1.347406070730e+41       1.347406070730e+41       4.491353567934e+40      -5.055823308326e+48       2.264836494823e-05       4.909471287519e-01 
       1.295284378345e+13       4.505111773960e-24       3.578315954655e-08       3.619847784777e+20       1.418981512721e+04       1.095498051582e-09       1.837984586588e+17       2.065923290195e-08       7.745323880898e+40       5.358259388314e+30       2.894330545041e+31       3.487799415444e-08       5.357974100628e+40       1.310329798496e+41       1.310329798496e+41       4.367765993842e+40      -4.882525666661e+48       2.272592784191e-05       4.892715412836e-01 
       1.286280415437e+13       4.568404089269e-24       3.603418008424e-08       3.569697110081e+20       1.418981512721e+04       1.103166537943e-09       1.825208129680e+17       2.080384753225e-08       7.532197531677e+40       5.247293081693e+30       2.834390712449e+31       3.487799415444e-08       5.210539922684e+40       1.274273745772e+41       1.274273745772e+41       4.247579151454e+40      -4.715168120362e+48       2.280349073559e-05       4.876073523695e-01 
       1.277339042142e+13       4.632585598316e-24       3.628520062193e-08       3.520241240891e+20       1.418981512721e+04       1.110888703709e-09       1.812520486276e+17       2.094947446496e-08       7.324935732658e+40       5.138624820075e+30       2.775692197486e+31       3.487799415444e-08       5.067162658122e+40       1.239209839407e+41       1.239209839407e+41       4.130699463593e+40      -4.553547061737e+48       2.288105362928e-05       4.859544460921e-01 
       1.268459823378e+13       4.697668793384e-24       3.653985913843e-08       3.471470551121e+20       1.418981512721e+04       1.118664924635e-09       1.799921039003e+17       2.109612078621e-08       7.123377110322e+40       5.032207012338e+30       2.718209293217e+31       3.487799415444e-08       4.927730673760e+40       1.205110778730e+41       1.205110778730e+41       4.017035928027e+40      -4.397465862121e+48       2.295861652296e-05       4.843127081004e-01 
       1.259642327088e+13       4.763666342260e-24       3.679451765493e-08       3.423375548050e+20       1.418981512721e+04       1.126495579107e-09       1.787409174780e+17       2.124379363170e-08       6.927364731628e+40       4.927993052946e+30       2.661916825079e+31       3.487799415444e-08       4.792135408205e+40       1.171950014299e+41       1.171950014299e+41       3.906500046611e+40      -4.246734632659e+48       2.303617941664e-05       4.826820255835e-01 
       1.250886124219e+13       4.830591090699e-24       3.705281415023e-08       3.375946870470e+20       1.418981512721e+04       1.134381048161e-09       1.774984284786e+17       2.139250018711e-08       6.736745981828e+40       4.825937301534e+30       2.606790139863e+31       3.487799415444e-08       4.660271287320e+40       1.139701727224e+41       1.139701727224e+41       3.799005756382e+40      -4.101169993285e+48       2.311374231032e-05       4.810622872445e-01 
       1.242190788698e+13       4.898456064929e-24       3.731292963494e-08       3.329175286868e+20       1.418981512721e+04       1.142321715498e-09       1.762645764435e+17       2.154224768841e-08       6.551372445638e+40       4.725995062922e+30       2.552805094908e+31       3.487799415444e-08       4.532035642030e+40       1.108340809069e+41       1.108340809069e+41       3.694469362556e+40      -3.960594849621e+48       2.319130520400e-05       4.794533832757e-01 
       1.233555897416e+13       4.967274474182e-24       3.757304511964e-08       3.283051693627e+20       1.418981512721e+04       1.150317967506e-09       1.750393013342e+17       2.169304342221e-08       6.371099791686e+40       4.628122567540e+30       2.499938047538e+31       3.487799415444e-08       4.407328628381e+40       1.077842842303e+41       1.077842842303e+41       3.592809473356e+40      -3.824838177528e+48       2.326886809768e-05       4.778552053333e-01 
       1.224981030205e+13       5.037059713267e-24       3.783679858316e-08       3.237567113256e+20       1.418981512721e+04       1.158370193279e-09       1.738225435295e+17       2.184489472616e-08       6.195787660133e+40       4.532276952259e+30       2.448165844700e+31       3.487799415444e-08       4.286053149805e+40       1.048184081284e+41       1.048184081284e+41       3.493946936646e+40      -3.693734815031e+48       2.334643099137e-05       4.762676465136e-01 
       1.216465769816e+13       5.107825365175e-24       3.810055204667e-08       3.192712692641e+20       1.418981512721e+04       1.166478784632e-09       1.726142438227e+17       2.199780898923e-08       6.025299553392e+40       4.438416241621e+30       2.397465812825e+31       3.487799415444e-08       4.168114781516e+40       1.019341433775e+41       1.019341433775e+41       3.397804778302e+40      -3.567125261385e+48       2.342399388505e-05       4.746906013284e-01 
       1.208009701903e+13       5.179585203727e-24       3.836794348899e-08       3.148479701320e+20       1.418981512721e+04       1.174644136124e-09       1.714143434188e+17       2.215179365214e-08       5.859502729847e+40       4.346499329452e+30       2.347815747903e+31       3.487799415444e-08       4.053421696994e+40       9.912924429623e+40       9.912924429623e+40       3.304308142280e+40      -3.444855483028e+48       2.350155677873e-05       4.731239656824e-01 
       1.199612414998e+13       5.252353196251e-24       3.863715392072e-08       3.104859529789e+20       1.418981512721e+04       1.182866645077e-09       1.702227839312e+17       2.230685620769e-08       5.698268100506e+40       4.256485960863e+30       2.299193905755e+31       3.487799415444e-08       3.941884596491e+40       9.640152699721e+40       9.640152699721e+40       3.213384232332e+40      -3.326776726181e+48       2.357911967242e-05       4.715676368499e-01 
       1.191273500494e+13       5.326143506302e-24       3.890636435244e-08       3.061843687822e+20       1.418981512721e+04       1.191146711592e-09       1.690395073796e+17       2.246300420113e-08       5.541470128488e+40       4.168336714619e+30       2.251578992509e+31       3.487799415444e-08       3.833416637498e+40       9.374886768654e+40       9.374886768654e+40       3.124962255329e+40      -3.212745335874e+48       2.365668256610e-05       4.700215134524e-01 
       1.182992552626e+13       5.400970496418e-24       3.917921276297e-08       3.019423802819e+20       1.418981512721e+04       1.199484738574e-09       1.678644561863e+17       2.262024523053e-08       5.388986731284e+40       4.082012985876e+30       2.204950155277e+31       3.487799415444e-08       3.727933367133e+40       9.116920101030e+40       9.116920101030e+40       3.038973366139e+40      -3.102622581177e+48       2.373424545979e-05       4.684854954366e-01 
       1.174769168447e+13       5.476848730919e-24       3.945388016291e-08       2.977591618178e+20       1.418981512721e+04       1.207881131744e-09       1.666975731740e+17       2.277858694713e-08       5.240699185702e+40       3.997476969272e+30       2.159286973023e+31       3.487799415444e-08       3.625352656384e+40       8.866051844645e+40       8.866051844645e+40       2.955350614029e+40      -2.996274486415e+48       2.381180835347e-05       4.669594840528e-01 
       1.166602947812e+13       5.553792978736e-24       3.973036655225e-08       2.936338991687e+20       1.418981512721e+04       1.216336299666e-09       1.655388015631e+17       2.293803705574e-08       5.096492035428e+40       3.914691642372e+30       2.114569447617e+31       3.487799415444e-08       3.525594636168e+40       8.622086674102e+40       8.622086674102e+40       2.874028890532e+40      -2.893571668178e+48       2.388937124716e-05       4.654433818339e-01 
       1.158493493358e+13       5.631818216290e-24       4.000867193099e-08       2.895657893938e+20       1.418981512721e+04       1.224850653763e-09       1.643880849683e+17       2.309860331512e-08       4.956253001134e+40       3.833620749451e+30       2.070777995078e+31       3.487799415444e-08       3.428581635137e+40       8.384834638726e+40       8.384834638726e+40       2.794944878757e+40      -2.794389177908e+48       2.396693414084e-05       4.639370925744e-01 
       1.150440410485e+13       5.710939630407e-24       4.028879629914e-08       2.855540406766e+20       1.418981512721e+04       1.233424608340e-09       1.632453673965e+17       2.326029353831e-08       4.819872893060e+40       3.754228785621e+30       2.027893436998e+31       3.487799415444e-08       3.334238119212e+40       8.154111014675e+40       8.154111014675e+40       2.718037004091e+40      -2.698606349891e+48       2.404449703453e-05       4.624405213101e-01 
       1.142443307334e+13       5.791172621271e-24       4.057073965669e-08       2.815978721708e+20       1.418981512721e+04       1.242058580598e-09       1.621105932438e+17       2.342311559306e-08       4.687245525993e+40       3.676480981277e+30       1.985896992143e+31       3.487799415444e-08       3.242490632766e+40       7.929736161112e+40       7.929736161112e+40       2.643245386253e+40      -2.606106654452e+48       2.412205992822e-05       4.609535742984e-01 
       1.134501794770e+13       5.872532805423e-24       4.085450200364e-08       2.776965138480e+20       1.418981512721e+04       1.250752990662e-09       1.609837072928e+17       2.358707740220e-08       4.558267636595e+40       3.600343286872e+30       1.944770268225e+31       3.487799415444e-08       3.153267741435e+40       7.711535380335e+40       7.711535380335e+40       2.570511792677e+40      -2.516777556182e+48       2.419962282190e-05       4.594761589982e-01 
       1.126615486366e+13       5.955036018802e-24       4.114008334000e-08       2.738492063483e+20       1.418981512721e+04       1.259508261597e-09       1.598646547098e+17       2.375218694400e-08       4.432838803005e+40       3.525782358004e+30       1.904495253850e+31       3.487799415444e-08       3.066499976500e+40       7.499338781762e+40       7.499338781762e+40       2.499779593168e+40      -2.430510377034e+48       2.427718571559e-05       4.580081840515e-01 
       1.118783998377e+13       6.038698319826e-24       4.142748366576e-08       2.700552008321e+20       1.418981512721e+04       1.268324819428e-09       1.587533810425e+17       2.391845225260e-08       4.310861366645e+40       3.452765540814e+30       1.865054310629e+31       3.487799415444e-08       2.982119780793e+40       7.292981149648e+40       7.292981149648e+40       2.430993715813e+40      -2.347200164099e+48       2.435474860928e-05       4.565495592637e-01 
       1.111006949729e+13       6.123535992517e-24       4.171852197032e-08       2.663137588346e+20       1.418981512721e+04       1.277203093164e-09       1.576498322170e+17       2.408588141835e-08       4.192240356187e+40       3.381260857684e+30       1.826430165455e+31       3.487799415444e-08       2.900061456107e+40       7.092301814459e+40       7.092301814459e+40       2.364100604098e+40      -2.266745561921e+48       2.443231150297e-05       4.551001955856e-01 
       1.103283961995e+13       6.209565549672e-24       4.200956027489e-08       2.626241521217e+20       1.418981512721e+04       1.286143514816e-09       1.565539545352e+17       2.425448258826e-08       4.076883413610e+40       3.311236993233e+30       1.788605902933e+31       3.487799415444e-08       2.820261112033e+40       6.897144527763e+40       6.897144527763e+40       2.299048175214e+40      -2.189048689191e+48       2.450987439666e-05       4.536600050954e-01 
       1.095614659379e+13       6.296803736075e-24       4.230423655827e-08       2.589856625488e+20       1.418981512721e+04       1.295146519420e-09       1.554656946725e+17       2.442426396636e-08       3.964700722285e+40       3.242663280605e+30       1.751564957980e+31       3.487799415444e-08       2.742656616224e+40       6.707357340585e+40       6.707357340585e+40       2.235785779503e+40      -2.114015019659e+48       2.458743729035e-05       4.522289009806e-01 
       1.087998668698e+13       6.385267531758e-24       4.260073183104e-08       2.553975819207e+20       1.418981512721e+04       1.304212545056e-09       1.543849996748e+17       2.459523381411e-08       3.855604937049e+40       3.175509688032e+30       1.715291108563e+31       3.487799415444e-08       2.667187546012e+40       6.522792485093e+40       6.522792485093e+40       2.174264161020e+40      -2.041553267140e+48       2.466500018404e-05       4.508067975206e-01 
       1.080435619363e+13       6.474974155307e-24       4.289904609323e-08       2.518592118536e+20       1.418981512721e+04       1.313342032871e-09       1.533118169561e+17       2.476740045080e-08       3.749511116195e+40       3.109746805689e+30       1.679768468597e+31       3.487799415444e-08       2.593795141367e+40       6.343306259553e+40       6.343306259553e+40       2.114435419187e+40      -1.971575274447e+48       2.474256307773e-05       4.493936100698e-01 
       1.072925143359e+13       6.565941067210e-24       4.319917934481e-08       2.483698636396e+20       1.418981512721e+04       1.322535427101e-09       1.522460942960e+17       2.494077225394e-08       3.646336655340e+40       3.045345832809e+30       1.644981480989e+31       3.487799415444e-08       2.522422259147e+40       6.168758916437e+40       6.168758916437e+40       2.056252971496e+40      -1.903995906145e+48       2.482012597142e-05       4.479892550406e-01 
       1.065466875233e+13       6.658185973259e-24       4.350113158580e-08       2.449288581123e+20       1.418981512721e+04       1.331793175091e-09       1.511877798372e+17       2.511535765970e-08       3.546001223106e+40       2.982278565072e+30       1.610914910826e+31       3.487799415444e-08       2.453013328604e+40       5.999014553619e+40       5.999014553619e+40       1.999671517237e+40      -1.838732944971e+48       2.489768886511e-05       4.465936498870e-01 
       1.058060452068e+13       6.751726827992e-24       4.380490281619e-08       2.415355255146e+20       1.418981512720e+04       1.341115727317e-09       1.501368220826e+17       2.529116516330e-08       3.448426698575e+40       2.920517382252e+30       1.577553838698e+31       3.487799415444e-08       2.385514308117e+40       5.833941008561e+40       5.833941008561e+40       1.944647002231e+40      -1.775706991811e+48       2.497525175880e-05       4.452067130884e-01 
       1.050705513474e+13       6.846581838193e-24       4.411231202539e-08       2.381892053686e+20       1.418981512720e+04       1.350503537408e-09       1.490931698933e+17       2.546820331942e-08       3.353537110467e+40       2.860035236122e+30       1.544883654169e+31       3.487799415444e-08       2.319872643117e+40       5.673409755415e+40       5.673409755415e+40       1.891136584528e+40      -1.714841369102e+48       2.505281465249e-05       4.438283641337e-01 
       1.043401701563e+13       6.942769466433e-24       4.442154022399e-08       2.348892463470e+20       1.418981512720e+04       1.359957062170e-09       1.480567724859e+17       2.564648074264e-08       3.261258577984e+40       2.800805638606e+30       1.512890049373e+31       3.487799415444e-08       2.256037225168e+40       5.517295804945e+40       5.517295804945e+40       1.839098601051e+40      -1.656062027545e+48       2.513037754619e-05       4.424585235060e-01 
       1.036148660936e+13       7.040308434662e-24       4.473258741200e-08       2.316350061459e+20       1.418981512720e+04       1.369476761605e-09       1.470275794299e+17       2.582600610782e-08       3.171519253292e+40       2.742802650181e+30       1.481559012756e+31       3.487799415444e-08       2.193958352173e+40       5.365477607221e+40       5.365477607221e+40       1.788492535155e+40      -1.599297456016e+48       2.520794043988e-05       4.410971126668e-01 
       1.028946038666e+13       7.139217727855e-24       4.504545358941e-08       2.284258513604e+20       1.418981512720e+04       1.379063098936e-09       1.460055406454e+17       2.600678815056e-08       3.084249265577e+40       2.686000868516e+30       1.450876822930e+31       3.487799415444e-08       2.133587689676e+40       5.217836956973e+40       5.217836956973e+40       1.739278985084e+40      -1.544478594568e+48       2.528550333357e-05       4.397440540413e-01 
       1.021793484276e+13       7.239516597708e-24       4.536013875622e-08       2.252611573609e+20       1.418981512720e+04       1.388716540628e-09       1.449906064006e+17       2.618883566760e-08       2.999380666643e+40       2.630375417347e+30       1.420830042673e+31       3.487799415444e-08       2.074878233231e+40       5.074258901557e+40       5.074258901557e+40       1.691419633291e+40      -1.491538750409e+48       2.536306622727e-05       4.383992710038e-01 
       1.014690649728e+13       7.341224566384e-24       4.567846190184e-08       2.221403081717e+20       1.418981512720e+04       1.398437556413e-09       1.439827273094e+17       2.637215751725e-08       2.916847378012e+40       2.575901935580e+30       1.391405513037e+31       3.487799415444e-08       2.017784271800e+40       4.934631651460e+40       4.934631651460e+40       1.644877216604e+40      -1.440413516766e+48       2.544062912096e-05       4.370626878629e-01 
       1.007637189402e+13       7.444361430311e-24       4.599678504746e-08       2.190626963509e+20       1.418981512720e+04       1.408226619308e-09       1.429818543291e+17       2.655676261985e-08       2.836585139470e+40       2.522556566629e+30       1.362590347588e+31       3.487799415444e-08       1.962261352167e+40       4.798846493252e+40       4.798846493252e+40       1.599615497212e+40      -1.391040694526e+48       2.551819201466e-05       4.357342298475e-01 
       1.000632760081e+13       7.548947264040e-24       4.631874617189e-08       2.160277228725e+20       1.418981512720e+04       1.418084205643e-09       1.419879387578e+17       2.674265995817e-08       2.758531459039e+40       2.470315947959e+30       1.334371926763e+31       3.487799415444e-08       1.908266244327e+40       4.666797704948e+40       4.666797704948e+40       1.555599234456e+40      -1.343360216567e+48       2.559575490836e-05       4.344138230928e-01 
       9.936770209348e+12       7.655002424146e-24       4.664434527513e-08       2.130347970096e+20       1.418981512720e+04       1.428010795082e-09       1.410009322321e+17       2.692985857786e-08       2.682625564319e+40       2.419157200862e+30       1.306737892343e+31       3.487799415444e-08       1.855756907823e+40       4.538382473691e+40       4.538382473691e+40       1.512794157381e+40      -1.297314074675e+48       2.567331780205e-05       4.331013946267e-01 
       9.867696335003e+12       7.762547553197e-24       4.696994437836e-08       2.100833362193e+20       1.418981512720e+04       1.438006870648e-09       1.400207867251e+17       2.711836758789e-08       2.608808355169e+40       2.369057920431e+30       1.279676142038e+31       3.487799415444e-08       1.804692459017e+40       4.413500815702e+40       4.413500815702e+40       1.471166938062e+40      -1.252846248976e+48       2.575088069575e-05       4.317968723562e-01 
       9.799102616686e+12       7.871603583765e-24       4.729918146040e-08       2.071727660296e+20       1.418981512720e+04       1.448072918742e-09       1.390474545433e+17       2.730819616098e-08       2.537022357694e+40       2.319996165755e+30       1.253174824192e+31       3.487799415444e-08       1.755033139255e+40       4.292055498435e+40       4.292055498435e+40       1.430685165650e+40      -1.209902639780e+48       2.582844358945e-05       4.305001850543e-01 
       9.730985716669e+12       7.982191742507e-24       4.763023753185e-08       2.043025199274e+20       1.418981512720e+04       1.458209429173e-09       1.380808883250e+17       2.749935353409e-08       2.467211679497e+40       2.271950450304e+30       1.227222332587e+31       3.487799415444e-08       1.706740283916e+40       4.173951964867e+40       4.173951964867e+40       1.391317321138e+40      -1.168431001764e+48       2.590600648315e-05       4.292112623471e-01 
       9.663342320426e+12       8.094333554291e-24       4.796311259270e-08       2.014720392482e+20       1.418981512720e+04       1.468416895178e-09       1.371210410377e+17       2.769184900881e-08       2.399321966156e+40       2.224899732520e+30       1.201807301365e+31       3.487799415444e-08       1.659776292304e+40       4.059098259884e+40       4.059098259884e+40       1.353032752820e+40      -1.128380880408e+48       2.598356937685e-05       4.279300347008e-01 
       9.596169136471e+12       8.208050846389e-24       4.829962563235e-08       1.986807730676e+20       1.418981512720e+04       1.478695813444e-09       1.361678659759e+17       2.788569195185e-08       2.333300358910e+40       2.178823406604e+30       1.176918600047e+31       3.487799415444e-08       1.614104598370e+40       3.947404958675e+40       3.947404958675e+40       1.315801652427e+40      -1.089703550615e+48       2.606113227054e-05       4.266564334096e-01 
       9.529462896197e+12       8.323365752723e-24       4.863795766141e-08       1.959281780938e+20       1.418981512720e+04       1.489046684138e-09       1.352213167586e+17       2.808089179549e-08       2.269095453502e+40       2.133701293491e+30       1.152545328659e+31       3.487799415444e-08       1.569689642250e+40       3.838785097117e+40       3.838785097117e+40       1.279595031917e+40      -1.052351957429e+48       2.613869516424e-05       4.253903905830e-01 
       9.463220353721e+12       8.440300718176e-24       4.897810867988e-08       1.932137185620e+20       1.418981512720e+04       1.499470010927e-09       1.342813473273e+17       2.827745803804e-08       2.206657260151e+40       2.089513632011e+30       1.128676812959e+31       3.487799415444e-08       1.526496842567e+40       3.733154104056e+40       3.733154104056e+40       1.244384700906e+40      -1.016280658789e+48       2.621625805795e-05       4.241318391342e-01 
       9.397438285721e+12       8.558878502959e-24       4.932007868774e-08       1.905368661300e+20       1.418981512720e+04       1.509966301003e-09       1.333479119437e+17       2.847540024429e-08       2.145937164637e+40       2.046241070238e+30       1.105302599763e+31       3.487799415444e-08       1.484492569517e+40       3.630429735464e+40       3.630429735464e+40       1.210143244718e+40      -9.814457702468e+47       2.629382095165e-05       4.228807127677e-01 
       9.332113491282e+12       8.679122187040e-24       4.966568667442e-08       1.878970997755e+20       1.418981512720e+04       1.520536065110e-09       1.324209651873e+17       2.867472804598e-08       2.086887890444e+40       2.003864657011e+30       1.082412452365e+31       3.487799415444e-08       1.443644118677e+40       3.530532010404e+40       3.530532010404e+40       1.176844003040e+40      -9.478049115712e+47       2.637138384535e-05       4.216369459680e-01 
       9.267242791740e+12       8.801055174638e-24       5.001311365049e-08       1.852939056946e+20       1.418981512720e+04       1.531179817566e-09       1.315004619537e+17       2.887545114228e-08       2.029463461954e+40       1.962365833635e+30       1.059996346057e+31       3.487799415444e-08       1.403919685546e+40       3.433383148756e+40       3.433383148756e+40       1.144461049167e+40      -9.153171551929e+47       2.644894673905e-05       4.204004739884e-01 
       9.202823030526e+12       8.924701198779e-24       5.036417860538e-08       1.827267772019e+20       1.418981512720e+04       1.541898076289e-09       1.305863574515e+17       2.907757930025e-08       1.973619168652e+40       1.921726425758e+30       1.038044463733e+31       3.487799415444e-08       1.365288340778e+40       3.338907510661e+40       3.338907510661e+40       1.112969169810e+40      -8.839429764103e+47       2.652650963275e-05       4.191712328390e-01 
       9.138851073015e+12       9.050084325913e-24       5.071706254967e-08       1.801952146318e+20       1.418981512720e+04       1.552691362823e-09       1.296786072011e+17       2.928112235533e-08       1.919311530310e+40       1.881928635403e+30       1.016547191596e+31       3.487799415444e-08       1.327720006106e+40       3.247031537620e+40       3.247031537620e+40       1.082343845472e+40      -8.536442053032e+47       2.660407252646e-05       4.179491592766e-01 
       9.075323806370e+12       9.177228960600e-24       5.107176548336e-08       1.776987252411e+20       1.418981512720e+04       1.563560202363e-09       1.287771670319e+17       2.948609021179e-08       1.866498263136e+40       1.842955033183e+30       9.954951149459e+30       3.487799415444e-08       1.291185430917e+40       3.157683695232e+40       3.157683695232e+40       1.052561231351e+40      -8.243839802960e+47       2.668163542016e-05       4.167341907930e-01 
       9.012238139395e+12       9.306159850259e-24       5.142828740645e-08       1.752368231134e+20       1.418981512720e+04       1.574505123779e-09       1.278819930803e+17       2.969249284325e-08       1.815138246851e+40       1.804788550660e+30       9.748790140522e+30       3.487799415444e-08       1.255656169482e+40       3.070794417489e+40       3.070794417489e+40       1.023598138778e+40      -7.961267033110e+47       2.675919831387e-05       4.155262656050e-01 
       8.949591002378e+12       9.436902089987e-24       5.178844730835e-08       1.728090290643e+20       1.418981512720e+04       1.585526659646e-09       1.269930417878e+17       2.990034029313e-08       1.765191492677e+40       1.767412472873e+30       9.546898601216e+30       3.487799415444e-08       1.221104558808e+40       2.986296052616e+40       2.986296052616e+40       9.954320171616e+39      -7.688379964605e+47       2.683676120757e-05       4.143253226436e-01 
       8.887379346949e+12       9.569481127441e-24       5.215224518906e-08       1.704148705482e+20       1.418981512720e+04       1.596625346263e-09       1.261102698985e+17       3.010964267516e-08       1.716619112193e+40       1.730810431021e+30       9.349188113410e+30       3.487799415444e-08       1.187503697096e+40       2.904122810397e+40       2.904122810397e+40       9.680409364298e+39      -7.424846602219e+47       2.691432410128e-05       4.131313015437e-01 
       8.825600145928e+12       9.703922767792e-24       5.251604306977e-08       1.680538815663e+20       1.418981512720e+04       1.607801723687e-09       1.252336344573e+17       3.032041017386e-08       1.669383287067e+40       1.694966395286e+30       9.155572090060e+30       3.487799415444e-08       1.154827422799e+40       2.824210710951e+40       2.824210710951e+40       9.414035699554e+39      -7.170346330472e+47       2.699188699499e-05       4.119441426340e-01 
