# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.5
# for k=1.04434e-05 to 34.4277 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       2.672158567631e-01      -7.982483738661e-02      -1.810183695406e+04      -1.821083131278e+04      -7.948599145740e-02      -1.818576033407e+04       1.987149786435e-02       1.987149786435e-02 
       2.704314425579e-01      -7.837809235575e-02      -1.820267545224e+04      -1.831380014681e+04      -7.804538990799e-02      -1.828835100318e+04       1.951134747700e-02       1.951134747700e-02 
       2.736470294187e-01      -7.692823906177e-02      -1.829120587356e+04      -1.840536045835e+04      -7.660169316301e-02      -1.837939773686e+04       1.915042329075e-02       1.915042329075e-02 
       2.768626173081e-01      -7.548770155432e-02      -1.837082434076e+04      -1.848811252383e+04      -7.516727127866e-02      -1.846162392623e+04       1.879181781966e-02       1.879181781966e-02 
       2.800782061907e-01      -7.407587298942e-02      -1.844608838623e+04      -1.856653244655e+04      -7.376143709890e-02      -1.853951640977e+04       1.844035927473e-02       1.844035927473e-02 
       2.832937960323e-01      -7.270696856720e-02      -1.852136712539e+04      -1.864464109484e+04      -7.239834424318e-02      -1.861714865366e+04       1.809958606079e-02       1.809958606079e-02 
       2.865093868004e-01      -7.139520823173e-02      -1.860068596340e+04      -1.872652943327e+04      -7.109215287718e-02      -1.869859957688e+04       1.777303821929e-02       1.777303821929e-02 
       2.897249784641e-01      -7.014745663953e-02      -1.868699226365e+04      -1.881490794292e+04      -6.984969836420e-02      -1.878661544920e+04       1.746242459105e-02       1.746242459105e-02 
       2.929405709937e-01      -6.897522107461e-02      -1.878405074237e+04      -1.891341006315e+04      -6.868243841871e-02      -1.888484860107e+04       1.717060960468e-02       1.717060960468e-02 
       2.961561643608e-01      -6.786688820393e-02      -1.889031005322e+04      -1.902041851014e+04      -6.757881129871e-02      -1.899169275932e+04       1.689470282468e-02       1.689470282468e-02 
       2.993717585384e-01      -6.682799062225e-02      -1.900772942365e+04      -1.913809868570e+04      -6.654432284941e-02      -1.910928017596e+04       1.663608071235e-02       1.663608071235e-02 
       3.025873535003e-01      -6.584581534675e-02      -1.913387345174e+04      -1.926390944520e+04      -6.556631599466e-02      -1.923508734079e+04       1.639157899866e-02       1.639157899866e-02 
       3.058029492219e-01      -6.491406595077e-02      -1.926764075037e+04      -1.939674654958e+04      -6.463851982018e-02      -1.936801094834e+04       1.615962995504e-02       1.615962995504e-02 
       3.090185456791e-01      -6.401698997685e-02      -1.940456421368e+04      -1.953293959187e+04      -6.374525245584e-02      -1.950425781703e+04       1.593631311396e-02       1.593631311396e-02 
       3.122341428492e-01      -6.315192630532e-02      -1.954460167130e+04      -1.967167906798e+04      -6.288385866619e-02      -1.964313861321e+04       1.572096466655e-02       1.572096466655e-02 
       3.154497407103e-01      -6.230403811663e-02      -1.968275396162e+04      -1.980913747678e+04      -6.203956968860e-02      -1.978064458360e+04       1.550989242215e-02       1.550989242215e-02 
       3.186653392414e-01      -6.146550444826e-02      -1.981698238662e+04      -1.994270719724e+04      -6.120459633053e-02      -1.991425809256e+04       1.530114908263e-02       1.530114908263e-02 
       3.218809384222e-01      -6.062984799194e-02      -1.994493137916e+04      -2.007030703424e+04      -6.037248787628e-02      -2.004185602447e+04       1.509312196907e-02       1.509312196907e-02 
       3.250965382334e-01      -5.979076271589e-02      -2.006455079288e+04      -2.019007684736e+04      -5.953696205728e-02      -2.016154939366e+04       1.488424051432e-02       1.488424051432e-02 
       3.283121386564e-01      -5.894762988747e-02      -2.017534329395e+04      -2.030101901764e+04      -5.869740703363e-02      -2.027241913742e+04       1.467435175841e-02       1.467435175841e-02 
       3.315277396733e-01      -5.809730850312e-02      -2.027561640707e+04      -2.040242299330e+04      -5.785069643769e-02      -2.037360169942e+04       1.446267410942e-02       1.446267410942e-02 
       3.347433412668e-01      -5.724935656930e-02      -2.036852878038e+04      -2.049665102020e+04      -5.700634399666e-02      -2.046758263221e+04       1.425158599917e-02       1.425158599917e-02 
       3.379589434205e-01      -5.640845519752e-02      -2.045563364164e+04      -2.058526400482e+04      -5.616901140220e-02      -2.055592095311e+04       1.404225285055e-02       1.404225285055e-02 
       3.411745461185e-01      -5.557318977886e-02      -2.053662791753e+04      -2.066838331517e+04      -5.533729373377e-02      -2.063867170366e+04       1.383432343344e-02       1.383432343344e-02 
       3.443901493454e-01      -5.475183849303e-02      -2.061522383565e+04      -2.074880705956e+04      -5.451942805002e-02      -2.071877448667e+04       1.362985701250e-02       1.362985701250e-02 
       3.476057530865e-01      -5.394870146041e-02      -2.069298573757e+04      -2.082816515201e+04      -5.371970006114e-02      -2.079784825684e+04       1.342992501529e-02       1.342992501529e-02 
       3.508213573275e-01      -5.316792659803e-02      -2.077150377014e+04      -2.090851185391e+04      -5.294223980132e-02      -2.087787389978e+04       1.323555995033e-02       1.323555995033e-02 
       3.540369620549e-01      -5.241162403888e-02      -2.085228105825e+04      -2.099083174691e+04      -5.218914906316e-02      -2.095991652782e+04       1.304728726579e-02       1.304728726579e-02 
       3.572525672553e-01      -5.168581213062e-02      -2.093821942325e+04      -2.107783393976e+04      -5.146641804122e-02      -2.104671414216e+04       1.286660451030e-02       1.286660451030e-02 
       3.604681729161e-01      -5.098710681426e-02      -2.102852689878e+04      -2.116888903105e+04      -5.077067824295e-02      -2.113761223656e+04       1.269266956074e-02       1.269266956074e-02 
       3.636837790251e-01      -5.031668392223e-02      -2.112405420870e+04      -2.126489181640e+04      -5.010310110258e-02      -2.123349832960e+04       1.252577527564e-02       1.252577527564e-02 
       3.668993855703e-01      -4.967269152153e-02      -2.122446707699e+04      -2.136554363077e+04      -4.946184260163e-02      -2.133406832796e+04       1.236546065041e-02       1.236546065041e-02 
       3.701149925404e-01      -4.905052656070e-02      -2.132830105668e+04      -2.146938942437e+04      -4.884231848351e-02      -2.143786635792e+04       1.221057962088e-02       1.221057962088e-02 
       3.733305999243e-01      -4.845028024079e-02      -2.143582498948e+04      -2.157657634574e+04      -4.824461869062e-02      -2.154505850434e+04       1.206115467266e-02       1.206115467266e-02 
       3.765462077115e-01      -4.786462551380e-02      -2.154399002873e+04      -2.168430667138e+04      -4.766144956304e-02      -2.165280907008e+04       1.191536239076e-02       1.191536239076e-02 
       3.797618158915e-01      -4.728675684433e-02      -2.165000630772e+04      -2.179026710885e+04      -4.708603389982e-02      -2.175873137269e+04       1.177150847496e-02       1.177150847496e-02 
       3.829774244545e-01      -4.672335359324e-02      -2.175608343967e+04      -2.189630179932e+04      -4.652502233832e-02      -2.186472580319e+04       1.163125558458e-02       1.163125558458e-02 
       3.861930333909e-01      -4.616133744765e-02      -2.185754856878e+04      -2.199786222310e+04      -4.596539185919e-02      -2.196622643913e+04       1.149134796480e-02       1.149134796480e-02 
       3.894086426913e-01      -4.560738924199e-02      -2.195657272189e+04      -2.209698646279e+04      -4.541379560396e-02      -2.206529122000e+04       1.135344890099e-02       1.135344890099e-02 
       3.926242523468e-01      -4.505601529108e-02      -2.205106132818e+04      -2.219184600823e+04      -4.486476179489e-02      -2.216005090111e+04       1.121619044872e-02       1.121619044872e-02 
       3.958398623488e-01      -4.450837540612e-02      -2.214124113249e+04      -2.228264545578e+04      -4.431944678514e-02      -2.225071344673e+04       1.107986169629e-02       1.107986169629e-02 
       3.990554726887e-01      -4.396453566118e-02      -2.222724016826e+04      -2.236948236216e+04      -4.377791566213e-02      -2.233738112897e+04       1.094447891553e-02       1.094447891553e-02 
       4.022710833585e-01      -4.342376597630e-02      -2.230888350407e+04      -2.245218626665e+04      -4.323944090811e-02      -2.241988286453e+04       1.080986022703e-02       1.080986022703e-02 
       4.054866943503e-01      -4.289044442530e-02      -2.238816780965e+04      -2.253244407849e+04      -4.270838320003e-02      -2.249995318309e+04       1.067709580001e-02       1.067709580001e-02 
       4.087023056564e-01      -4.236601712596e-02      -2.246586988417e+04      -2.261121498451e+04      -4.218618191685e-02      -2.257852236912e+04       1.054654547921e-02       1.054654547921e-02 
       4.119179172695e-01      -4.184645239473e-02      -2.254084542284e+04      -2.268723300859e+04      -4.166882255120e-02      -2.265434400418e+04       1.041720563780e-02       1.041720563780e-02 
       4.151335291824e-01      -4.134294605743e-02      -2.261789089364e+04      -2.276521544851e+04      -4.116745350185e-02      -2.273214566193e+04       1.029186337546e-02       1.029186337546e-02 
       4.183491413881e-01      -4.084906398048e-02      -2.269484767150e+04      -2.284312003809e+04      -4.067566785713e-02      -2.280986781078e+04       1.016891696428e-02       1.016891696428e-02 
       4.215647538800e-01      -4.036711477955e-02      -2.277263604759e+04      -2.292208133106e+04      -4.019576507009e-02      -2.288861104757e+04       1.004894126752e-02       1.004894126752e-02 
       4.247803666515e-01      -3.989768433302e-02      -2.285245397538e+04      -2.300248276099e+04      -3.972832718432e-02      -2.296888581650e+04       9.932081796079e-03       9.932081796079e-03 
       4.279959796963e-01      -3.944051338798e-02      -2.293385450390e+04      -2.308445839114e+04      -3.927309706083e-02      -2.305073540122e+04       9.818274265208e-03       9.818274265208e-03 
       4.312115930082e-01      -3.899477319590e-02      -2.301679817933e+04      -2.316781018675e+04      -3.882924877411e-02      -2.313398661558e+04       9.707312193527e-03       9.707312193527e-03 
       4.344272065813e-01      -3.856025150602e-02      -2.310115541154e+04      -2.325258137746e+04      -3.839657150408e-02      -2.321865568582e+04       9.599142876021e-03       9.599142876021e-03 
       4.376428204099e-01      -3.813635857090e-02      -2.318723353542e+04      -2.333855148927e+04      -3.797447731456e-02      -2.330460464818e+04       9.493619328639e-03       9.493619328639e-03 
       4.408584344882e-01      -3.772176796482e-02      -2.327379434152e+04      -2.342526331712e+04      -3.756164652523e-02      -2.339125455273e+04       9.390411631308e-03       9.390411631308e-03 
       4.440740488109e-01      -3.731644790984e-02      -2.336101087180e+04      -2.351271769543e+04      -3.715804716792e-02      -2.347863312224e+04       9.289511791981e-03       9.289511791981e-03 
       4.472896633727e-01      -3.691535783710e-02      -2.344661180547e+04      -2.359855586983e+04      -3.675865948325e-02      -2.356439629732e+04       9.189664870812e-03       9.189664870812e-03 
       4.505052781684e-01      -3.652563823855e-02      -2.353347475074e+04      -2.368583739935e+04      -3.637059466851e-02      -2.365157387411e+04       9.092648667127e-03       9.092648667127e-03 
       4.537208931931e-01      -3.613861320247e-02      -2.361810843377e+04      -2.377060091759e+04      -3.598521203908e-02      -2.373627963868e+04       8.996303009771e-03       8.996303009771e-03 
       4.569365084418e-01      -3.575588967777e-02      -2.370049997799e+04      -2.385338270686e+04      -3.560411314213e-02      -2.381896388982e+04       8.901028285532e-03       8.901028285532e-03 
       4.601521239099e-01      -3.537716356492e-02      -2.378071990971e+04      -2.393406368206e+04      -3.522699465933e-02      -2.389953720130e+04       8.806748664833e-03       8.806748664833e-03 
       4.633677395928e-01      -3.500251846760e-02      -2.385884745548e+04      -2.401272999801e+04      -3.485393985324e-02      -2.397808460801e+04       8.713484963311e-03       8.713484963311e-03 
       4.665833554861e-01      -3.463215228626e-02      -2.393506811520e+04      -2.408955947989e+04      -3.448514578998e-02      -2.405478505488e+04       8.621286447494e-03       8.621286447494e-03 
       4.697989715854e-01      -3.426623609286e-02      -2.400957887821e+04      -2.416472626074e+04      -3.412078281509e-02      -2.412981616673e+04       8.530195703773e-03       8.530195703773e-03 
       4.730145878864e-01      -3.390495783245e-02      -2.408236678727e+04      -2.423838307545e+04      -3.376103850512e-02      -2.420330473954e+04       8.440259626280e-03       8.440259626280e-03 
       4.762302043851e-01      -3.354644874510e-02      -2.415320834406e+04      -2.430977693242e+04      -3.340405080542e-02      -2.427458079043e+04       8.351012701356e-03       8.351012701356e-03 
       4.794458210776e-01      -3.319740972419e-02      -2.422510517083e+04      -2.438241275859e+04      -3.305649355215e-02      -2.434706910991e+04       8.264123388038e-03       8.264123388038e-03 
       4.826614379598e-01      -3.285238606383e-02      -2.429577122826e+04      -2.445366559768e+04      -3.271293439955e-02      -2.441819882132e+04       8.178233599889e-03       8.178233599889e-03 
       4.858770550281e-01      -3.251255495921e-02      -2.436589160300e+04      -2.452437450478e+04      -3.237454565174e-02      -2.448878456790e+04       8.093636412935e-03       8.093636412935e-03 
       4.890926722787e-01      -3.217999538838e-02      -2.443682456152e+04      -2.459588339077e+04      -3.204339772720e-02      -2.456017190777e+04       8.010849431800e-03       8.010849431800e-03 
       4.923082897081e-01      -3.185433191622e-02      -2.450859272203e+04      -2.466817614144e+04      -3.171911662490e-02      -2.463235078159e+04       7.929779156224e-03       7.929779156224e-03 
       4.955239073128e-01      -3.153558234971e-02      -2.458135133228e+04      -2.474140127498e+04      -3.140172008353e-02      -2.470547069264e+04       7.850430020883e-03       7.850430020883e-03 
       4.987395250893e-01      -3.122341442488e-02      -2.465497971861e+04      -2.481544187908e+04      -3.109087725017e-02      -2.477941419299e+04       7.772719312542e-03       7.772719312542e-03 
       5.019551430344e-01      -3.091733104064e-02      -2.472921052484e+04      -2.489004360900e+04      -3.078609313113e-02      -2.485392501876e+04       7.696523282782e-03       7.696523282782e-03 
       5.051707611448e-01      -3.061726085681e-02      -2.480396594953e+04      -2.496517649128e+04      -3.048729680702e-02      -2.492896574182e+04       7.621824201755e-03       7.621824201755e-03 
       5.083863794175e-01      -3.032173115764e-02      -2.487839597656e+04      -2.503994207858e+04      -3.019302159973e-02      -2.500364587421e+04       7.548255399933e-03       7.548255399933e-03 
       5.116019978492e-01      -3.003051426266e-02      -2.495229724453e+04      -2.511424939699e+04      -2.990304091866e-02      -2.507785693393e+04       7.475760229665e-03       7.475760229665e-03 
       5.148176164370e-01      -2.974214783277e-02      -2.502496381403e+04      -2.518717436409e+04      -2.961589834704e-02      -2.515070930827e+04       7.403974586760e-03       7.403974586760e-03 
       5.180332351781e-01      -2.945968386105e-02      -2.509801349655e+04      -2.526059714286e+04      -2.933463340939e-02      -2.522404136499e+04       7.333658352348e-03       7.333658352348e-03 
       5.212488540695e-01      -2.918106479139e-02      -2.517029237035e+04      -2.533328009078e+04      -2.905719707530e-02      -2.529662908106e+04       7.264299268825e-03       7.264299268825e-03 
       5.244644731085e-01      -2.890779334391e-02      -2.524264015289e+04      -2.540613196402e+04      -2.878508586873e-02      -2.536937003108e+04       7.196271467184e-03       7.196271467184e-03 
       5.276800922924e-01      -2.863581911473e-02      -2.531271699575e+04      -2.547665596277e+04      -2.851426612586e-02      -2.543979302579e+04       7.128566531465e-03       7.128566531465e-03 
       5.308957116186e-01      -2.836692367476e-02      -2.538155333873e+04      -2.554595519726e+04      -2.824651208552e-02      -2.550898934085e+04       7.061628021381e-03       7.061628021381e-03 
       5.341113310844e-01      -2.809929733956e-02      -2.544811457692e+04      -2.561292002566e+04      -2.798002153616e-02      -2.557586154140e+04       6.995005384039e-03       6.995005384039e-03 
       5.373269506873e-01      -2.783678860401e-02      -2.551481081635e+04      -2.568009922329e+04      -2.771862704788e-02      -2.564293562379e+04       6.929656761971e-03       6.929656761971e-03 
       5.405425704250e-01      -2.757785652821e-02      -2.558086127888e+04      -2.574665376524e+04      -2.746079406065e-02      -2.570938202883e+04       6.865198515163e-03       6.865198515163e-03 
       5.437581902949e-01      -2.732436933714e-02      -2.564758988043e+04      -2.581398445727e+04      -2.720838304917e-02      -2.577658893719e+04       6.802095762293e-03       6.802095762293e-03 
       5.469738102948e-01      -2.707328302183e-02      -2.571326460485e+04      -2.588016607414e+04      -2.695836254598e-02      -2.584266214280e+04       6.739590636495e-03       6.739590636495e-03 
       5.501894304224e-01      -2.682598645301e-02      -2.577877949015e+04      -2.594616586517e+04      -2.671211569227e-02      -2.590855703604e+04       6.678028923068e-03       6.678028923068e-03 
       5.534050506755e-01      -2.658273373622e-02      -2.584441365550e+04      -2.601221280574e+04      -2.646989549550e-02      -2.597451032050e+04       6.617473873876e-03       6.617473873876e-03 
       5.566206710517e-01      -2.634287687718e-02      -2.590968719376e+04      -2.607794339969e+04      -2.623105677085e-02      -2.604014048422e+04       6.557764192712e-03       6.557764192712e-03 
       5.598362915492e-01      -2.610665234523e-02      -2.597487044081e+04      -2.614356369967e+04      -2.599583495984e-02      -2.610566352600e+04       6.498958739959e-03       6.498958739959e-03 
       5.630519121656e-01      -2.587405818436e-02      -2.604003933977e+04      -2.620914924081e+04      -2.576422811383e-02      -2.617115501128e+04       6.441057028457e-03       6.441057028457e-03 
       5.662675328991e-01      -2.564512770224e-02      -2.610530506169e+04      -2.627481329359e+04      -2.553626939858e-02      -2.623672783262e+04       6.384067349645e-03       6.384067349645e-03 
       5.694831537476e-01      -2.541985383638e-02      -2.617073865465e+04      -2.634063088466e+04      -2.531195178133e-02      -2.630245636231e+04       6.327987945331e-03       6.327987945331e-03 
       5.726987747092e-01      -2.519781395376e-02      -2.623601251416e+04      -2.640634083430e+04      -2.509085444832e-02      -2.636806916445e+04       6.272713612080e-03       6.272713612080e-03 
       5.759143957820e-01      -2.497929380990e-02      -2.630142703408e+04      -2.647212743521e+04      -2.487326188294e-02      -2.643376857843e+04       6.218315470735e-03       6.218315470735e-03 
       5.791300169641e-01      -2.476374283011e-02      -2.636650367744e+04      -2.653757621263e+04      -2.465862587910e-02      -2.649913031002e+04       6.164656469776e-03       6.164656469776e-03 
       5.823456382538e-01      -2.455091747126e-02      -2.643106103712e+04      -2.660249602749e+04      -2.444670390507e-02      -2.656396482421e+04       6.111675976266e-03       6.111675976266e-03 
       5.855612596491e-01      -2.433939764745e-02      -2.649407575109e+04      -2.666579228702e+04      -2.423608180041e-02      -2.662718913433e+04       6.059020450103e-03       6.059020450103e-03 
       5.887768811485e-01      -2.413183088673e-02      -2.655747870233e+04      -2.672957798019e+04      -2.402939610423e-02      -2.669088686072e+04       6.007349026058e-03       6.007349026058e-03 
       5.919925027502e-01      -2.392699073751e-02      -2.662047480750e+04      -2.679296669752e+04      -2.382542546809e-02      -2.675418624567e+04       5.956356367023e-03       5.956356367023e-03 
       5.952081244525e-01      -2.372480953868e-02      -2.668307042097e+04      -2.685596310248e+04      -2.362410249158e-02      -2.681709221459e+04       5.906025622895e-03       5.906025622895e-03 
       5.984237462538e-01      -2.352522992325e-02      -2.674525785625e+04      -2.691855871859e+04      -2.342537005142e-02      -2.687959641810e+04       5.856342512854e-03       5.856342512854e-03 
       6.016393681525e-01      -2.332813898638e-02      -2.680696436170e+04      -2.698067949961e+04      -2.322911572273e-02      -2.694162504485e+04       5.807278930682e-03       5.807278930682e-03 
       6.048549901471e-01      -2.313343620169e-02      -2.686810957885e+04      -2.704224425794e+04      -2.303523942504e-02      -2.700309707259e+04       5.758809856261e-03       5.758809856261e-03 
       6.080706122360e-01      -2.294231376479e-02      -2.692964779495e+04      -2.710430188893e+04      -2.284492840993e-02      -2.706504616065e+04       5.711232102481e-03       5.711232102481e-03 
       6.112862344178e-01      -2.275218296231e-02      -2.698965154528e+04      -2.716472379478e+04      -2.265560466609e-02      -2.712537605761e+04       5.663901166524e-03       5.663901166524e-03 
       6.145018566910e-01      -2.256447034278e-02      -2.704929986760e+04      -2.722478775681e+04      -2.246868884942e-02      -2.718534856187e+04       5.617172212354e-03       5.617172212354e-03 
       6.177174790541e-01      -2.237930555593e-02      -2.710879212050e+04      -2.728470178086e+04      -2.228431006410e-02      -2.724517023707e+04       5.571077516025e-03       5.571077516025e-03 
       6.209331015057e-01      -2.219670577020e-02      -2.716824835762e+04      -2.734456121432e+04      -2.210248537553e-02      -2.730494024612e+04       5.525621343883e-03       5.525621343883e-03 
       6.241487240446e-01      -2.201669573805e-02      -2.722774181823e+04      -2.740445030752e+04      -2.192323944824e-02      -2.736474108280e+04       5.480809862060e-03       5.480809862060e-03 
       6.273643466692e-01      -2.183912699697e-02      -2.728715075415e+04      -2.746424661943e+04      -2.174642444982e-02      -2.742445046843e+04       5.436606112455e-03       5.436606112455e-03 
       6.634437695867e-01      -1.999463539217e-02      -2.793878202032e+04      -2.811995460768e+04      -1.990976233642e-02      -2.807923196921e+04       4.977440584105e-03       4.977440584105e-03 
       7.066254560180e-01      -1.808938899852e-02      -2.867392229996e+04      -2.885991587906e+04      -1.801260334270e-02      -2.881811328665e+04       4.503150835675e-03       4.503150835675e-03 
       7.607051264702e-01      -1.608098682448e-02      -2.954135105140e+04      -2.973294504950e+04      -1.601272643594e-02      -2.968988196214e+04       4.003181608985e-03       4.003181608985e-03 
       8.329801504165e-01      -1.389952072770e-02      -3.061641734545e+04      -3.081496028752e+04      -1.384052022856e-02      -3.077033373492e+04       3.460130057141e-03       3.460130057141e-03 
       9.386058439256e-01      -1.145715236153e-02      -3.204266583011e+04      -3.225043775826e+04      -1.140851923186e-02      -3.220373543710e+04       2.852129807966e-03       2.852129807966e-03 
       1.107638815605e+00      -8.740459236517e-03      -3.404207377555e+04      -3.426281075920e+04      -8.703357933474e-03      -3.421319422209e+04       2.175839483368e-03       2.175839483368e-03 
       1.371849056638e+00      -6.136035479373e-03      -3.665941376721e+04      -3.689716095977e+04      -6.109989446536e-03      -3.684372356443e+04       1.527497361634e-03       1.527497361634e-03 
       1.725488951249e+00      -4.179264936917e-03      -3.950099929343e+04      -3.975730175050e+04      -4.161525018639e-03      -3.969970240981e+04       1.040381254660e-03       1.040381254660e-03 
       2.172238992278e+00      -2.829545533210e-03      -4.238512170924e+04      -4.266040348928e+04      -2.817534919866e-03      -4.259855699393e+04       7.043837299666e-04       7.043837299666e-04 
       2.734686805193e+00      -1.907992794590e-03      -4.529700925004e+04      -4.559169364676e+04      -1.899894004855e-03      -4.552552143892e+04       4.749735012137e-04       4.749735012137e-04 
       3.442766712333e+00      -1.281857788728e-03      -4.823098648022e+04      -4.854562445929e+04      -1.276416833701e-03      -4.847503049932e+04       3.191042084253e-04       3.191042084253e-04 
       4.334186501036e+00      -8.583358329561e-04      -5.118385651094e+04      -5.151925051756e+04      -8.546926609250e-04      -5.144410080186e+04       2.136731652312e-04       2.136731652312e-04 
       5.456417525609e+00      -5.729891728778e-04      -5.415085062236e+04      -5.450822274893e+04      -5.705572574256e-04      -5.442831967270e+04       1.426393143564e-04       1.426393143564e-04 
       6.869222680348e+00      -3.814545151789e-04      -5.713146173284e+04      -5.751261986803e+04      -3.798356423836e-04      -5.742767432467e+04       9.495891059589e-05       9.495891059589e-05 
       8.647838991563e+00      -2.532943262686e-04      -6.011944336343e+04      -6.052766515381e+04      -2.522194854368e-04      -6.043716065900e+04       6.305487135920e-05       6.305487135920e-05 
       1.088698426358e+01      -1.677963294339e-04      -6.311071444337e+04      -6.355118981014e+04      -1.670844281569e-04      -6.345431225357e+04       4.177110703923e-05       4.177110703923e-05 
       1.370590114723e+01      -1.109158378838e-04      -6.610081919327e+04      -6.658188210131e+04      -1.104454005164e-04      -6.647732703771e+04       2.761135012911e-05       2.761135012911e-05 
       1.725470724578e+01      -7.316581609099e-05      -6.907946033303e+04      -6.961540727641e+04      -7.285563696336e-05      -6.950094118030e+04       1.821390924084e-05       1.821390924084e-05 
       2.172238942479e+01      -4.817642188615e-05      -7.204359729319e+04      -7.265790701695e+04      -4.797233555256e-05      -7.252985991879e+04       1.199308388814e-05       1.199308388814e-05 
       2.734686805175e+01      -3.166061485136e-05      -7.496452329341e+04      -7.569214655045e+04      -3.152665079715e-05      -7.554506484762e+04       7.881662699287e-06       7.881662699287e-06 
       3.442766712333e+01      -2.076857574850e-05      -7.781554832982e+04      -7.871706386279e+04      -2.068086255373e-05      -7.854149283530e+04       5.170215638432e-06       5.170215638432e-06 
